latitude,longitude,temp_mean,temp_std,temp_max,temp_min,pm25_mean,pm25_std,pm25_max,pm25_min,pm10_mean,pm10_std,pm10_max,pm10_min,epa_mean,epa_max,duaod550_mean,duaod550_std,node_id,epa_index,math_danger_score
25.2,47.99999999999999,23.73322068430659,9.338807853781029,44.89004,3.6875200000000063,57.24383195027372,34.58792913506118,286.2644,8.205841,403.30576336040144,411.5994964697847,3236.3361999999997,15.649976,3.9817518248175183,6,0.28090537628740875,0.19347626969179432,25.20_48.00,6,99.5
25.2,48.399999999999984,24.08727307481754,9.274653981224061,45.0668,4.270530000000008,52.28238866459854,34.555947632849346,289.3696,7.490055000000001,347.9471596322993,363.0999894186179,3011.2103,12.3638,3.721715328467153,6,0.2750135781158759,0.19381707682904925,25.20_48.40,6,99.5
25.2,48.79999999999998,24.194732198905132,9.166579413190115,45.10366000000005,4.569360000000017,45.53637421660584,25.63832274445649,222.91881,9.151577000000001,250.21849727281025,244.50980912551773,2151.4538000000002,18.877316,3.3649635036496353,6,0.25147688492655107,0.1822710081030019,25.20_48.80,6,99.5
25.2,49.19999999999998,24.38588326642338,9.197852569985994,45.59340000000003,5.014670000000024,44.63347036998175,21.714192729389215,192.31,9.163604,194.60521807755475,177.04663769051697,1616.9129,20.559213,3.1496350364963503,6,0.23241530329105842,0.17088653908557064,25.20_49.20,6,99.5
25.2,49.59999999999998,24.53096114051097,9.354387024720987,45.83853000000005,5.077750000000037,40.36494871432482,18.544537978138532,165.59592,4.3239132,142.94839183895985,112.45667249892416,1148.9266,4.4890225,2.77007299270073,6,0.21375452206934306,0.1554978389356926,25.20_49.60,6,97.5
25.2,49.99999999999998,24.52786057481754,9.135201827687165,45.4203,4.833600000000047,36.85539691405109,16.605843473680828,156.64334,4.8068833,111.5590516910584,84.01170143475416,959.2764999999999,5.924830399999999,2.571167883211679,6,0.1976534807814781,0.14640958649115315,25.20_50.00,6,97.5
25.2,50.39999999999998,24.827287582116814,7.502971610304696,43.06655000000001,9.265250000000037,40.07191450638686,16.512142388648964,143.06810000000002,10.2119495,111.36877723996349,81.2587237628215,840.6148599999999,19.107159999999997,2.7062043795620436,6,0.1917943085497263,0.14510921094926263,25.20_50.40,6,97.5
25.2,50.799999999999976,25.54049565693433,7.241568727115147,42.65566000000001,10.337500000000034,44.99109337363139,18.30272469691738,190.10199,11.6702505,158.86345142427007,141.79290212691458,1517.3656,22.409153999999997,3.0875912408759123,6,0.19365928706295618,0.150118502297914,25.20_50.80,6,99.5
25.2,51.19999999999997,26.199332445255497,8.785464001428402,46.728170000000034,7.405850000000044,42.792406275091246,20.385106824809906,153.23586,8.843328,172.4888379187956,173.59212192284184,1091.8946999999998,17.643123,3.045620437956204,6,0.1907878956254562,0.1486879913546918,25.20_51.20,6,99.5
25.2,51.59999999999997,25.783236970802943,6.313592944913783,40.97427000000005,13.09005000000002,36.60346867837592,14.374977503606939,123.04915,8.912051,111.5993864479927,76.76109659559958,643.0554999999999,15.19806,2.5903284671532845,6,0.17366153933476278,0.13862203652639676,25.20_51.60,6,97.5
25.2,51.99999999999997,25.700674753649658,5.156553849167274,36.70767000000001,15.658400000000029,33.634327836678835,14.802616826189805,122.79199,6.233176,90.40019228284672,66.16600322249054,619.87225,10.485871000000001,2.4306569343065694,6,0.1615956045515511,0.1327042224080518,25.20_52.00,6,97.5
25.2,52.39999999999997,25.8726916332117,4.913834305641766,35.96720000000005,16.518580000000043,36.44367041970803,16.13944669261296,137.62734,7.986843,92.49317611724453,63.57694819636875,599.3096,12.127821,2.5437956204379564,6,0.15389076935319343,0.12750136410746443,25.20_52.40,6,97.5
25.2,52.79999999999997,26.08328144160586,4.777886399946303,36.87197000000003,16.689480000000003,50.451393488047444,34.86817335531565,257.9048,8.220979999999999,104.7382283239051,68.76969611758228,540.5244,13.266018,2.927919708029197,6,0.14694495383184306,0.12145094078033777,25.20_52.80,6,97.5
25.2,53.19999999999997,26.225019489051117,4.597755437726443,36.53750000000002,16.854520000000036,39.92915550739051,19.460477276877835,161.33654,6.4313435000000005,93.23582943430657,57.2561727496656,451.73218,13.704590999999999,2.646897810218978,6,0.14148455517919709,0.11720034319746439,25.20_53.20,6,97.5
25.2,53.599999999999966,26.372030556569367,4.54233276648802,36.21230000000003,16.81057000000004,33.769288264689784,13.738353026621397,99.533636,6.0414544,84.73837479698905,53.07389169575687,425.94914,13.005277,2.43521897810219,6,0.13811448506076643,0.11620091302622794,25.20_53.60,6,97.5
25.2,53.999999999999964,26.405626587591264,4.440418830122628,35.31655000000001,17.022500000000036,33.24010309032847,14.147894889283416,90.658986,5.9286123,83.82732839917882,53.10543118726912,413.9921,8.873318,2.4124087591240877,5,0.13570572880967152,0.11559694083041287,25.20_54.00,5,80.0
25.2,54.39999999999996,26.40660595802922,4.406297788508999,35.55337000000003,17.150400000000047,34.02317021660584,13.238009034383612,81.31821,4.817921999999999,84.08825641833941,52.70005054731333,365.86424999999997,6.2171215,2.460766423357664,5,0.1335784265685219,0.11417792011700093,25.20_54.40,5,80.0
25.2,54.79999999999996,26.37134015510951,4.381176917931714,37.30508000000003,17.382840000000044,33.17096059972628,12.557489174062622,77.88832,2.193411,81.20859678604015,50.63474080965533,368.15152,5.047284,2.3987226277372264,5,0.1317134048288321,0.11211863350520498,25.20_54.80,5,80.0
25.2,55.19999999999996,26.027075583941627,5.104745564507419,39.87148000000002,15.053120000000035,38.78520746368613,13.689717362186625,87.6648,3.277408,81.99943672335768,49.17436537545765,345.5615,6.7643313,2.6614963503649633,4,0.13020074163321166,0.10991172106854352,25.20_55.20,4,58.0
25.2,55.59999999999996,26.050534680656956,8.068332018962781,45.487450000000024,10.560200000000009,38.64065110346715,13.255867720695528,84.12037,3.4285759000000002,105.70245904927008,69.32238761008072,523.05836,6.489323,2.6998175182481754,6,0.13184068705757299,0.10533613330845228,25.20_55.60,6,97.5
25.2,55.99999999999996,25.85411260036499,8.332581125570854,44.66494,10.01090000000005,36.157365314324814,14.210220587718593,102.75802,3.8895329999999997,126.91139139635035,107.70196994231245,678.5191,7.281969699999999,2.70985401459854,6,0.1325923516656022,0.10413193233225519,25.20_56.00,6,97.5
25.2,56.39999999999996,26.116345410583964,5.461819846927269,38.37856000000005,14.318720000000042,34.14134746268248,12.122688616065947,81.18177,7.2489446,84.05886102372263,48.47106800143897,470.4769,10.239533,2.447992700729927,6,0.12438350231532846,0.10035299896628044,25.20_56.40,6,97.5
25.2,56.79999999999996,26.227371660583962,3.2039173850605063,34.55435,18.29104000000001,31.395963197445255,11.357626093457792,75.457336,6.3775634,74.94733815875912,41.81349656008831,410.77342,12.067218,2.3074817518248176,5,0.1227107367819343,0.09548441840726848,25.20_56.80,5,80.0
25.2,57.19999999999995,26.29896241788323,3.1584698632873467,33.6481,17.83462000000003,28.99039299790146,11.07335812612081,82.100584,6.558368,71.61381057116789,40.61351985517551,384.45986999999997,11.753102,2.2135036496350367,5,0.11908509612864965,0.09154003433386318,25.20_57.20,5,80.0
25.2,57.59999999999995,26.261659270073014,3.163120108480326,33.06510000000003,17.032370000000014,27.29980555082117,10.860993613035753,81.88147000000001,5.9851217000000005,68.07044667509125,40.016333217325226,373.23204,10.247206,2.1541970802919708,5,0.11628199296186131,0.0900704149109928,25.20_57.60,5,80.0
25.2,57.99999999999995,26.063067691605863,3.0539166000897513,32.34585000000004,16.535799999999995,26.2236883439781,10.582827089954517,80.47225999999999,5.2716684,65.67758457618613,39.309638362777896,365.59092,8.395817000000001,2.1149635036496353,5,0.11354425173494526,0.08876272248518674,25.20_58.00,5,80.0
25.2,58.39999999999995,25.967244124087614,2.9052719452387765,32.360000000000014,16.06606000000005,25.1334952459854,10.107097292906504,77.84021,3.2494556,63.449109806113135,38.33927449671222,350.7,5.410909999999999,2.06478102189781,4,0.11173304340948904,0.08773883436300783,25.20_58.40,4,58.0
25.2,58.79999999999995,25.790910757299294,2.718967719366284,32.18276000000003,15.638329999999996,24.266826511496348,9.622871043287054,73.45582,3.7907473000000005,61.09864874872263,36.804850330369874,328.01935000000003,5.3660036,2.041970802919708,4,0.1095212982044708,0.08598580984977372,25.20_58.80,4,58.0
25.2,59.199999999999946,25.777383366788342,3.3850574252680476,33.805319999999995,13.793600000000026,23.37531986560219,9.207875581274685,71.767644,4.529498599999999,58.29969728923358,34.57088397665766,297.17019999999997,6.714557,2.0036496350364965,4,0.10691348153001824,0.08356992879210433,25.20_59.20,4,58.0
25.2,59.599999999999945,25.593142782846737,3.5481433469436827,34.30142000000001,13.512350000000026,22.916756623266423,8.973755952570995,79.212924,3.2836287,56.758984019160586,33.19285057466482,269.01668,6.596977000000001,1.9726277372262773,4,0.10466524341541972,0.08198589689167321,25.20_59.60,4,58.0
25.2,59.99999999999994,25.665450246350385,3.424239902717425,34.35513000000003,13.932280000000048,22.540891025821168,8.826493983356825,77.39649,2.8123968,56.3722083439781,34.28475418107695,299.74416,4.327333,1.9580291970802919,4,0.10385779110985402,0.08135665613637165,25.20_60.00,4,58.0
25.2,60.39999999999994,25.50963569343068,3.5002056618675836,34.665670000000034,13.913720000000012,20.62001680082117,8.16997888880091,61.53141,1.8315636,53.21600885693431,35.644242149839044,395.75298,2.6097526,1.8868613138686132,5,0.10492335333211679,0.0822749500768112,25.20_60.40,5,80.0
25.2,60.79999999999994,25.23803792883214,3.4781460210847066,34.23403000000002,14.06265000000002,20.17404346742701,7.869375775641016,61.398770000000006,4.0335237,52.90578644361314,35.595618895195344,384.44404000000003,5.033471,1.8795620437956204,5,0.10665693937536495,0.08410742064671885,25.20_60.80,5,80.0
25.2,61.19999999999994,25.03490072080294,3.337987058326227,33.367819999999995,13.794100000000014,22.804086997901457,11.362334329359905,79.457685,3.6662906,84.7567648564781,81.73147939721433,607.7307,4.059877800000001,2.0875912408759123,6,0.11423439747874088,0.09011578633509842,25.20_61.20,6,97.5
25.2,61.59999999999994,25.283500209854036,4.238679043227323,35.53286000000003,11.976220000000012,22.657255624635038,12.266755586828664,83.74099,4.5240833,89.6816983158759,94.27189917213597,636.46155,5.8646590000000005,2.1012773722627736,6,0.11654904775702556,0.092732335826956,25.20_61.60,6,97.5
25.2,61.999999999999936,25.66783583941608,5.288566881055482,39.17837000000003,11.12954000000002,22.23534205228102,11.20422219429505,90.63611399999999,3.3812586,89.77183448175182,85.3287161608815,798.4279,7.004249000000001,2.093065693430657,6,0.12089440255319345,0.09827923257005941,25.20_62.00,6,97.5
25.2,62.399999999999935,25.072600583941625,3.4940155079176387,34.610000000000014,12.564600000000041,23.645378273448905,11.575554971194672,103.55794999999999,3.6918957,96.40159121259124,87.98481406695296,635.8111,7.02062,2.156021897810219,6,0.12464510056569343,0.1014875204223489,25.20_62.40,6,97.5
25.2,62.79999999999993,24.9245412682482,3.338776324537639,33.83364,12.08462000000003,21.72941202828467,11.151896088521022,97.70427,3.3190169999999997,71.82931202728102,72.48355424708895,556.6693,6.919439,2.0136861313868613,6,0.12677778889224453,0.10386124572998862,25.20_62.80,6,97.5
25.2,63.19999999999993,24.99861031934309,3.437137435978431,34.05728000000005,11.600240000000042,22.90005860930657,13.602900057088531,109.115,3.0523930000000004,79.79797635237226,90.58278700119301,713.5446000000001,6.9193726,2.0802919708029197,6,0.13505342027226278,0.11372052721496846,25.20_63.20,6,97.5
25.2,63.59999999999993,25.09615640510951,3.362483189304525,34.45864,11.701800000000048,23.729697062591242,15.927252471983364,133.18804,2.8843923,82.05367657801095,108.94386003459863,1002.6538,6.4239822,2.1094890510948905,6,0.13937344268485402,0.12646825523200217,25.20_63.60,6,97.5
25.2,64.0,25.18212580291973,3.4002493654145343,34.669579999999996,11.80435,23.037098239324816,14.45098961710886,117.3434,2.6622198,76.08616812025548,94.46627888184004,932.188,7.0712773,2.065693430656934,6,0.1316774808109489,0.11811122037513548,25.20_64.00,6,97.5
25.60000000000005,44.0,23.50336561131389,9.081524677482749,42.553120000000035,3.7578400000000443,33.52160610136861,22.75991385507895,166.69844,5.927491,169.3242422609489,134.2587169564361,1284.1288,13.673734,2.6952554744525545,6,0.23375045693750002,0.1737840211265661,25.60_44.00,6,97.5
25.60000000000005,44.4,23.534685784671556,9.144022299465737,42.34512000000001,3.423850000000016,34.02191869160584,22.497533416179753,149.96742,3.287483,172.47747317335768,131.17384979793079,1083.3751,11.24492,2.75,6,0.23428417229698903,0.17162183799522535,25.60_44.40,6,97.5
25.60000000000005,44.8,23.49616936131389,9.069057939211934,42.36953,3.244169999999997,35.4424957915146,22.778641111308755,149.19662,1.3042303,190.52968502618612,146.4747553215743,1157.1286,2.8083327,2.896897810218978,6,0.23746735116395987,0.17193880932677785,25.60_44.80,6,97.5
25.60000000000005,45.2,23.367139151459877,8.936191591405361,42.089,3.173850000000016,38.4310435560584,24.681630694786236,187.79550999999998,0.91504854,227.195668532573,178.77912242555135,1276.8484,1.1091198,3.1432481751824817,6,0.24473912386514599,0.17502164564137299,25.60_45.20,6,99.5
25.60000000000005,45.6,23.443434297445275,8.949709073795363,42.43276000000003,3.119169999999997,38.58384869543796,23.855992838236524,175.43537,2.1309576,226.86731169434304,171.66564615124014,1196.7467,9.906287,3.1551094890510947,6,0.2497510821961679,0.1788111911557701,25.60_45.60,6,99.5
25.60000000000005,45.99999999999999,23.514630538321192,9.058322290780717,42.88100000000003,2.864280000000008,40.071060172171535,25.240127679153577,182.18424000000002,5.411829,246.76013952828467,197.09985113539602,1408.1580000000001,12.622252,3.3056569343065694,6,0.25605069222445254,0.1846396594279345,25.60_46.00,6,99.5
25.60000000000005,46.39999999999999,23.455426925182504,9.13758107396025,43.121730000000014,2.616240000000005,46.06585514990876,32.599799243838895,198.63107,3.529957,313.9777638284671,282.5769117844255,1866.2683,6.08384,3.6012773722627736,6,0.2726938853658759,0.19704089622955595,25.60_46.40,6,99.5
25.60000000000005,46.79999999999999,23.313840866788343,9.140997431527689,43.22524000000004,2.496120000000019,45.07807805593066,30.427605958462905,203.21959,4.706189,301.75878999543795,257.04860224097257,1551.5453,9.985459,3.6122262773722627,6,0.2797729231286496,0.20779454805175634,25.60_46.80,6,99.5
25.60000000000005,47.19999999999999,23.374099160583963,9.254447428649083,43.721100000000035,2.689480000000003,41.01093608987226,24.878036639904888,152.529,5.1044426000000005,268.03504210036493,222.3919526696424,1429.202,12.496316,3.437956204379562,6,0.2736728295702555,0.19679508776690283,25.60_47.20,6,99.5
25.60000000000005,47.59999999999999,23.605874571167906,9.328277766016614,44.66348000000005,3.251980000000003,39.42753199160584,22.280322004072104,153.78086,5.1296100000000004,246.33174553558393,203.15338703353586,1683.7938000000001,10.90798,3.3476277372262775,6,0.26195037968248175,0.1840573591825452,25.60_47.60,6,99.5
25.60000000000005,47.99999999999999,23.783899844890534,9.267195627245616,45.102930000000015,3.6992400000000316,50.07622628001825,33.64876593261283,236.09674,5.9703207,358.8029171779197,365.563927302665,2757.5843,13.339763,3.783759124087591,6,0.27488685661952555,0.18778505819079164,25.60_48.00,6,99.5
25.60000000000005,48.399999999999984,23.992265702554768,9.291996229846069,45.29824000000002,3.943900000000042,48.930807120437954,31.518811935274258,213.82236,6.687102,320.6208958800182,317.15009156312345,2366.4547000000002,11.1799405,3.6350364963503647,6,0.27812994485994524,0.19400465132996056,25.60_48.40,6,99.5
25.60000000000005,48.79999999999998,24.12594122262776,9.286547756607106,45.543600000000026,4.215400000000045,46.10348250474453,26.321673056937584,184.61803,7.1514337,253.809169020073,238.52396573903846,1791.5140000000001,9.362365,3.416970802919708,6,0.2663040059060219,0.1911549773511582,25.60_48.80,6,99.5
25.60000000000005,49.19999999999998,24.35473720802922,9.278024703340648,46.001599999999996,4.76812000000001,46.754218389781016,24.0822456257605,201.62024,7.324094700000001,220.05441246897811,200.69185076745663,1730.5988,7.991941000000001,3.271897810218978,6,0.24780838813822995,0.17696367494613904,25.60_49.20,6,99.5
25.60000000000005,49.59999999999998,24.72592659671535,9.171648517471919,46.00600000000003,5.624630000000025,44.12712512974453,19.608991783147488,181.50813,6.5521752,161.84594551779196,125.12757760633104,1242.615,6.6780625,2.9981751824817517,6,0.22464867058941607,0.1608887223905242,25.60_49.60,6,99.5
25.60000000000005,49.99999999999998,24.782275675182504,8.854550084272546,45.71792000000005,5.79260000000005,39.40450269114964,17.439310522256996,171.44215,6.1321449999999995,119.34025663020073,91.9076385897616,1102.2105999999999,6.2757817000000005,2.6742700729927007,6,0.20600228714142335,0.15147592209341718,25.60_50.00,6,97.5
25.60000000000005,50.39999999999998,24.874591240875937,6.863806409476146,42.012350000000026,10.53185000000002,38.72348137773723,16.76105850118189,158.43999,6.342679,110.8783088968978,82.76922459618224,894.9007,8.029913,2.6094890510948905,6,0.19488066432481752,0.14796415755631687,25.60_50.40,6,97.5
25.60000000000005,50.799999999999976,25.752521405109512,6.813967240537239,41.72476,11.968350000000044,40.19973075958029,16.851141974790135,148.40184000000002,8.49023,132.28711894936131,104.76362226981333,994.2625,13.658728,2.7572992700729926,6,0.19106117248403284,0.14762354893476298,25.60_50.80,6,97.5
25.60000000000005,51.19999999999997,26.113239525547467,8.430615258860197,46.6481,8.270100000000014,35.74102422718978,14.805179061380835,117.44869,7.996943000000001,115.72657285036496,87.11088100333608,666.4151999999999,10.4722,2.5894160583941606,6,0.1801661576551095,0.1420901325217885,25.60_51.20,6,97.5
25.60000000000005,51.59999999999997,25.538453850364988,6.042233126308535,40.18203,13.832240000000013,33.15937532007299,14.330428012921455,128.27701,5.705956,87.41333982636861,60.28770138377423,615.6472,6.8353017,2.4005474452554743,6,0.16804020049854015,0.1369442978687571,25.60_51.60,6,97.5
25.60000000000005,51.99999999999997,25.706531824817542,4.9922966312105075,36.75600000000003,16.26272,35.67194266925183,14.308735648134027,128.72719999999998,7.714885,93.80396203467153,63.50266345513978,654.8951,12.140352,2.5264598540145986,6,0.1608631522406022,0.13544470470141387,25.60_52.00,6,97.5
25.60000000000005,52.39999999999997,25.87004565693433,4.7681196257652205,36.34340000000003,16.568380000000047,39.01527077189781,15.11825732062904,121.50899,10.076398,96.71782167062044,61.18437866004792,609.0596,15.31943,2.666970802919708,6,0.1533374871410584,0.13076677020575195,25.60_52.40,6,97.5
25.60000000000005,52.79999999999997,26.09213878649637,4.625614868747146,36.61343000000005,16.595730000000003,37.44890737910584,14.393012559811424,100.56057,9.042608,92.74928081660585,56.536464621228035,478.26494999999994,15.838978000000001,2.5985401459854014,6,0.1459970788029197,0.12508160826518233,25.60_52.80,6,97.5
25.60000000000005,53.19999999999997,26.193601359489072,4.464867242818168,36.14028000000002,16.71780000000001,34.8025802665146,13.059648703734734,93.32708,6.9611557,87.70309989735401,52.38994725531604,414.11047,10.7332365,2.4589416058394162,5,0.14028533152171532,0.11975854682002511,25.60_53.20,5,80.0
25.60000000000005,53.599999999999966,26.33742955291973,4.413830620575018,35.945460000000026,16.771500000000003,33.88009882034672,12.571849485533406,88.50775399999999,6.686104599999999,85.3101559260949,50.80668072197257,391.40357,12.092249,2.4096715328467155,5,0.1365412300029197,0.11686967116628023,25.60_53.60,5,80.0
25.60000000000005,53.999999999999964,26.38337725364966,4.304576462910391,35.258939999999996,17.10354000000001,33.64823273540146,12.399286325815812,83.95165,6.878949,84.16247529014599,49.77350708097648,362.40182999999996,9.849075000000001,2.4005474452554743,5,0.1337395770763686,0.11531595247149604,25.60_54.00,5,80.0
25.60000000000005,54.39999999999996,26.481403968978125,4.348912854625911,35.73452000000003,17.10354000000001,34.887776599087594,12.763949692315553,83.22281,4.627626,84.00771071350364,49.70740093161305,349.1847,6.038081600000001,2.4981751824817517,4,0.13134413098156936,0.11363604856347422,25.60_54.40,4,58.0
25.60000000000005,54.79999999999996,26.49380731751827,4.203934291128019,34.884420000000034,17.4092,31.880116492427003,12.109673785864041,79.25751,3.4220324,79.15375893239052,47.462576462192345,432.335,4.9446247,2.3485401459854014,6,0.12913966074452554,0.11204508626066731,25.60_54.80,6,97.5
25.60000000000005,55.19999999999996,26.289338357664256,4.666042859651478,36.81753000000003,16.773830000000032,33.50699436167883,12.095452728182028,81.23505,4.004322,76.23147081113139,43.20776680035005,380.03884,4.4514510000000005,2.4133211678832116,5,0.12741498102427007,0.1091485358454246,25.60_55.20,5,80.0
25.60000000000005,55.59999999999996,26.182866706204404,5.928614982545861,40.11294000000004,14.181300000000022,39.4478584069343,15.247329185598694,92.9473,6.5564354,76.94139177554744,39.23146883260735,324.92936999999995,8.871823,2.6660583941605838,4,0.12454390105310219,0.10491273285069586,25.60_55.60,4,58.0
25.60000000000005,55.99999999999996,25.684460720802942,6.15905668212071,39.01113000000004,13.257470000000012,32.82095813366789,11.993823407169007,85.430415,5.355228299999999,87.71784845465329,53.14399686883156,312.58654,7.3797968,2.3850364963503647,4,0.1216776468180657,0.09858514806406946,25.60_56.00,4,58.0
25.60000000000005,56.39999999999996,25.7117751642336,5.523444010050875,37.65322000000003,13.778470000000027,28.19125876031022,10.485844523086405,73.33698,3.7722527,72.41987720109489,42.78701529293948,447.68618000000004,6.7009744,2.1751824817518246,6,0.1155903587926095,0.09367340124428787,25.60_56.40,6,97.5
25.60000000000005,56.79999999999996,25.85919801094893,3.21065644964574,32.33170000000001,18.037260000000003,28.205778014324817,10.736983072656434,78.91342999999999,3.7765506,67.67166168385036,38.77127594703282,344.95648,7.252581,2.1943430656934306,4,0.11563637223494526,0.09121474696606012,25.60_56.80,4,58.0
25.60000000000005,57.19999999999995,25.910651386861336,3.2289209816870468,32.407129999999995,16.728170000000034,26.30121473421533,10.57718412073589,73.69153999999999,4.2245745,64.95689313549269,37.276057424451196,293.9582,7.0473765,2.1067518248175183,4,0.11516424083877738,0.08927318978040624,25.60_57.20,4,58.0
25.60000000000005,57.59999999999995,25.855636614963526,3.3638511023248343,32.24404000000004,15.421530000000018,23.60645677417883,10.423601031202471,75.05945,3.038345,59.628563766697084,37.02471572714635,269.97458,4.3864263,2.0072992700729926,4,0.11265008984945256,0.08774995749250192,25.60_57.60,4,58.0
25.60000000000005,57.99999999999995,25.692514844890535,4.800957079355758,36.70010000000002,12.27896000000004,21.417206868065694,9.374525466540366,65.32554,2.6247742,55.49559349543795,35.101232472645364,242.83935,4.0974872,1.9005474452554745,4,0.10808156390903285,0.0847017017068323,25.60_58.00,4,58.0
25.60000000000005,58.39999999999995,25.515726313868637,4.553223263425862,36.009900000000016,12.202780000000018,20.370505277828467,8.828169191925875,60.098245,1.1735624,53.374052276003646,34.242026037699546,239.64212999999998,1.1768707999999999,1.8558394160583942,4,0.10598037892682483,0.08377042168684737,25.60_58.40,4,58.0
25.60000000000005,58.79999999999995,25.44109709854017,4.92931607242913,36.49233000000004,12.208640000000003,19.775245928467154,8.618394232724148,64.265265,1.1415169,51.61839782116788,34.12361013739178,281.98275,1.3446726,1.8567518248175183,4,0.10373071384543796,0.08200621306987439,25.60_58.80,4,58.0
25.60000000000005,59.199999999999946,25.75709929744528,7.196025131713148,41.79850000000005,7.239400000000046,18.609389844708026,8.424591546610612,68.1969,1.3500185,49.199198182937955,35.069171098429074,258.63605,1.6079713,1.8056569343065694,4,0.10077188033421533,0.07957953124296967,25.60_59.20,4,58.0
25.60000000000005,59.599999999999945,25.74803532846718,7.95446619705665,44.44473000000005,4.839470000000006,18.22604737609489,8.24808132368313,70.76871,1.7539763,48.95333370428832,33.82817932119545,276.58982,2.1557145,1.8147810218978102,4,0.09769567773631387,0.0777308102165026,25.60_59.60,4,58.0
25.60000000000005,59.99999999999994,25.66640345802922,7.769828204302248,45.908600000000035,4.749630000000025,17.84566896669708,7.9214823744283915,64.86786000000001,0.9732937,47.41788053038321,32.9870664010046,272.69854,1.14731,1.7974452554744527,4,0.09621093190054744,0.07618423435477424,25.60_60.00,4,58.0
25.60000000000005,60.39999999999994,25.64043319343068,7.88358944217585,45.75723000000005,4.1510000000000105,18.022080232572993,7.806135063229806,59.10273,1.942124,48.42898098795621,34.922954175285085,363.1734,2.9067027,1.7919708029197081,5,0.09799483363312045,0.07728131668145188,25.60_60.40,5,80.0
25.60000000000005,60.79999999999994,25.510294333941626,7.775553740587165,44.47598000000005,3.9527500000000373,20.353479220072995,9.815424700724257,66.4078,1.5351469,76.18732704790146,68.63307310528725,425.77787,2.0862028,1.9726277372262773,6,0.10752434824917884,0.08483959731573192,25.60_60.80,6,97.5
25.60000000000005,61.19999999999994,25.4623764872263,7.643183454385303,44.85098000000005,5.371700000000033,28.796955473448907,23.11036260787403,183.34433,1.8233857,165.92082301350365,225.8200971999844,1680.0682000000002,2.9720506,2.635948905109489,6,0.12911821411952554,0.10440854738723129,25.60_61.20,6,97.5
