location_name,cluster,air_quality_PM2.5,temperature_celsius,air_quality_us-epa-index,uv_index,math_danger_score,gnn_bias,final_danger_score,final_category
25.60_54.00,1,33.648231506347656,26.383377075195312,2.400547504425049,3.0,80.0,1.5984683,81.59846830368042,EXTREME DANGER
25.60_54.40,1,34.88777542114258,26.481403350830078,2.4981751441955566,3.0,58.0,-5.428668,52.57133197784424,MODERATE RISK
25.60_54.80,1,31.880117416381836,26.493806838989258,2.3485400676727295,3.0,97.5,14.411224,100.0,EXTREME DANGER
25.60_55.20,1,33.506996154785156,26.289339065551758,2.4133212566375732,3.0,80.0,1.7513942,81.7513941526413,EXTREME DANGER
25.60_55.60,1,39.44785690307617,26.1828670501709,2.666058301925659,3.0,58.0,0.7948608,58.794860780239105,MODERATE RISK
25.60_56.00,1,32.82095718383789,25.68446159362793,2.3850364685058594,3.0,58.0,-6.9866858,51.01331424713135,MODERATE RISK
25.60_56.40,1,28.191259384155273,25.711774826049805,2.175182580947876,3.0,97.5,17.501911,100.0,EXTREME DANGER
25.60_56.80,1,28.205778121948242,25.85919761657715,2.194343090057373,3.0,58.0,-9.994482,48.00551795959473,MODERATE RISK
25.60_57.20,1,26.30121421813965,25.91065216064453,2.1067519187927246,3.0,58.0,-13.540995,44.45900535583496,MODERATE RISK
25.60_57.60,1,23.606456756591797,25.855636596679688,2.0072991847991943,3.0,58.0,-13.10843,44.89157009124756,MODERATE RISK
25.60_58.00,1,21.417207717895508,25.692514419555664,1.9005475044250488,3.0,58.0,-21.934017,36.065982818603516,LOW RISK
25.60_58.40,1,20.37050437927246,25.51572608947754,1.8558393716812134,3.0,58.0,-18.164127,39.835872650146484,LOW RISK
25.60_58.80,1,19.775245666503906,25.441097259521484,1.856751799583435,3.0,58.0,-16.088219,41.911781311035156,MODERATE RISK
25.60_59.20,4,18.609390258789062,25.757099151611328,1.805656909942627,3.0,58.0,-24.565779,33.434221267700195,LOW RISK
25.60_59.60,4,18.22604751586914,25.748035430908203,1.8147810697555542,3.0,58.0,-27.499454,30.500545501708984,LOW RISK
25.60_60.00,4,17.84566879272461,25.66640281677246,1.797445297241211,3.0,58.0,-27.487038,30.512962341308594,LOW RISK
25.60_60.40,4,18.022079467773438,25.640432357788086,1.7919708490371704,3.0,80.0,-24.003983,55.99601745605469,MODERATE RISK
25.60_60.80,4,20.353479385375977,25.51029396057129,1.9726277589797974,3.0,97.5,23.38815,100.0,EXTREME DANGER
25.60_61.20,4,28.796955108642578,25.46237564086914,2.635948896408081,3.0,97.5,35.0795,100.0,EXTREME DANGER
25.60_61.60,4,32.09908676147461,25.624431610107422,2.7071168422698975,3.0,97.5,35.38081,100.0,EXTREME DANGER
25.60_62.00,2,27.892494201660156,25.736570358276367,2.5875911712646484,3.0,97.5,36.510773,100.0,EXTREME DANGER
25.60_62.40,4,32.96507263183594,25.54328727722168,2.830291986465454,3.0,97.5,36.413826,100.0,EXTREME DANGER
25.60_62.80,4,27.650636672973633,25.401321411132812,2.399635076522827,3.0,97.5,38.36618,100.0,EXTREME DANGER
25.60_63.20,4,26.036497116088867,25.113807678222656,2.2992701530456543,3.0,97.5,37.422905,100.0,EXTREME DANGER
25.60_63.60,4,26.40117835998535,25.138662338256836,2.2709853649139404,3.0,97.5,37.014874,100.0,EXTREME DANGER
25.60_64.00,4,22.891826629638672,24.493202209472656,2.092153310775757,3.0,97.5,38.414333,100.0,EXTREME DANGER
26.00_44.00,4,35.30857849121094,23.4544677734375,2.858576536178589,3.0,97.5,34.291035,100.0,EXTREME DANGER
26.00_44.40,4,33.43244171142578,23.445110321044922,2.730839490890503,3.0,97.5,29.383343,100.0,EXTREME DANGER
26.00_44.80,5,38.903541564941406,23.440305709838867,3.1541969776153564,3.0,99.5,32.999924,100.0,EXTREME DANGER
26.00_45.20,5,41.07609558105469,23.27861213684082,3.3211679458618164,3.0,99.5,32.26072,100.0,EXTREME DANGER
26.00_45.60,2,38.22948455810547,23.165721893310547,3.1843066215515137,3.0,99.5,32.112465,100.0,EXTREME DANGER
26.00_46.00,2,38.84146499633789,23.252700805664062,3.227189779281616,3.0,99.5,31.776123,100.0,EXTREME DANGER
26.00_46.40,2,37.60112762451172,23.23790740966797,3.108576536178589,3.0,99.5,31.549866,100.0,EXTREME DANGER
26.00_46.80,2,43.39402770996094,23.178991317749023,3.541058301925659,3.0,99.5,31.992071,100.0,EXTREME DANGER
26.00_47.20,5,49.22190475463867,23.443483352661133,3.7901458740234375,3.0,99.5,33.671455,100.0,EXTREME DANGER
26.00_47.60,2,42.28573989868164,23.736982345581055,3.475364923477173,3.0,99.5,33.28614,100.0,EXTREME DANGER
26.00_48.00,2,44.17183303833008,23.76426124572754,3.5209853649139404,3.0,99.5,33.7882,100.0,EXTREME DANGER
26.00_48.40,5,51.13530349731445,23.891597747802734,3.7098541259765625,3.0,99.5,32.68985,100.0,EXTREME DANGER
26.00_48.80,5,54.97715759277344,24.082548141479492,3.725364923477173,3.0,99.5,33.24862,100.0,EXTREME DANGER
26.00_49.20,2,49.390071868896484,24.432464599609375,3.4133212566375732,3.0,97.5,33.72606,100.0,EXTREME DANGER
26.00_49.60,2,44.2314453125,24.601781845092773,3.0072991847991943,3.0,99.5,31.129147,100.0,EXTREME DANGER
26.00_50.00,1,42.41116714477539,24.69289207458496,2.766423463821411,3.0,97.5,32.416016,100.0,EXTREME DANGER
26.00_50.40,1,42.325965881347656,24.648536682128906,2.774635076522827,3.0,97.5,30.27818,100.0,EXTREME DANGER
26.00_50.80,1,38.01203536987305,24.97056007385254,2.6450729370117188,3.0,97.5,28.931332,100.0,EXTREME DANGER
26.00_51.20,1,34.44072341918945,25.256540298461914,2.469890594482422,3.0,97.5,26.32405,100.0,EXTREME DANGER
26.00_51.60,1,33.89348220825195,25.491300582885742,2.4370439052581787,3.0,97.5,24.202047,100.0,EXTREME DANGER
26.00_52.00,1,35.901248931884766,25.66507339477539,2.522810220718384,3.0,97.5,22.793554,100.0,EXTREME DANGER
26.00_52.40,1,36.23515701293945,25.903642654418945,2.547445297241211,3.0,97.5,20.126007,100.0,EXTREME DANGER
26.00_52.80,1,35.481014251708984,26.08295249938965,2.508211612701416,3.0,97.5,18.346424,100.0,EXTREME DANGER
26.00_53.20,1,34.11051940917969,26.120771408081055,2.4324817657470703,3.0,80.0,6.976214,86.97621393203735,EXTREME DANGER
26.00_53.60,1,33.05238342285156,26.267702102661133,2.3631386756896973,3.0,80.0,2.4651127,82.46511268615723,EXTREME DANGER
26.00_54.00,1,32.6086540222168,26.306053161621094,2.355839490890503,3.0,80.0,1.969418,81.96941804885864,EXTREME DANGER
26.00_54.40,1,29.622743606567383,26.38058090209961,2.258211612701416,3.0,80.0,1.6434503,81.64345026016235,EXTREME DANGER
26.00_54.80,1,28.664413452148438,26.375675201416016,2.2299270629882812,3.0,80.0,1.48109,81.48108994960785,EXTREME DANGER
26.00_55.20,1,27.944887161254883,26.173315048217773,2.169708013534546,3.0,58.0,-5.402366,52.597633838653564,MODERATE RISK
26.00_55.60,1,29.51399803161621,25.857807159423828,2.2427008152008057,3.0,58.0,-3.282736,54.71726393699646,MODERATE RISK
26.00_56.00,1,29.659103393554688,25.760622024536133,2.2381386756896973,3.0,58.0,-4.7985997,53.20140027999878,MODERATE RISK
26.00_56.40,1,25.469995498657227,25.958738327026367,2.058394193649292,3.0,58.0,-15.871807,42.12819290161133,MODERATE RISK
26.00_56.80,1,26.863372802734375,25.727561950683594,2.1450729370117188,3.0,58.0,-3.0425706,54.9574294090271,MODERATE RISK
26.00_57.20,1,24.643484115600586,25.75179100036621,2.047445297241211,3.0,58.0,-3.72535,54.27465009689331,MODERATE RISK
26.00_57.60,1,20.0609073638916,25.046287536621094,1.8604015111923218,3.0,58.0,-22.942398,35.05760192871094,LOW RISK
26.00_58.00,4,18.042991638183594,24.815078735351562,1.7591240406036377,3.0,58.0,-26.968056,31.031944274902344,LOW RISK
26.00_58.40,4,17.568212509155273,24.644289016723633,1.7554744482040405,3.0,58.0,-29.633867,28.366132736206055,LOW RISK
26.00_58.80,4,17.28816032409668,24.868741989135742,1.7618613243103027,3.0,58.0,-29.752304,28.247695922851562,LOW RISK
26.00_59.20,4,17.132043838500977,25.455913543701172,1.75,3.0,58.0,-30.022564,27.977436065673828,LOW RISK
26.00_59.60,4,16.73956298828125,25.633277893066406,1.7308393716812134,3.0,38.0,-33.6773,4.322700500488281,SAFE
26.00_60.00,4,16.522647857666016,25.096508026123047,1.705291986465454,3.0,58.0,-32.051025,25.948974609375,LOW RISK
26.00_60.40,4,16.656784057617188,24.749914169311523,1.7226277589797974,3.0,58.0,-26.624771,31.375228881835938,LOW RISK
26.00_60.80,4,19.369319915771484,24.92386817932129,1.9507299661636353,3.0,97.5,25.025578,100.0,EXTREME DANGER
26.00_61.20,4,29.745344161987305,25.106983184814453,2.6843066215515137,3.0,97.5,35.932327,100.0,EXTREME DANGER
26.00_61.60,4,29.7484188079834,25.323017120361328,2.6624088287353516,3.0,97.5,37.57628,100.0,EXTREME DANGER
26.00_62.00,4,28.756135940551758,25.544605255126953,2.5483577251434326,3.0,97.5,37.575687,100.0,EXTREME DANGER
26.00_62.40,4,33.00242614746094,25.393001556396484,2.783759117126465,3.0,97.5,37.315746,100.0,EXTREME DANGER
26.00_62.80,4,29.3787841796875,24.944808959960938,2.544708013534546,3.0,97.5,37.012985,100.0,EXTREME DANGER
26.00_63.20,4,27.7443790435791,24.544815063476562,2.4324817657470703,3.0,97.5,37.439514,100.0,EXTREME DANGER
26.00_63.60,5,37.624755859375,23.885883331298828,2.9343066215515137,3.0,99.5,34.686874,100.0,EXTREME DANGER
26.00_64.00,4,30.626834869384766,23.241291046142578,2.6560218334198,3.0,97.5,35.748253,100.0,EXTREME DANGER
26.40_44.00,4,33.64111328125,23.369564056396484,2.702554702758789,3.0,97.5,30.827694,100.0,EXTREME DANGER
26.40_44.40,4,32.47600173950195,23.091535568237305,2.6879560947418213,3.0,97.5,27.656261,100.0,EXTREME DANGER
26.40_44.80,2,37.521427154541016,23.039377212524414,3.114051103591919,3.0,99.5,31.121689,100.0,EXTREME DANGER
26.40_45.20,2,38.596309661865234,23.06429100036621,3.175182580947876,3.0,99.5,30.742836,100.0,EXTREME DANGER
26.40_45.60,2,35.112239837646484,22.984315872192383,2.927919626235962,3.0,97.5,31.844828,100.0,EXTREME DANGER
26.40_46.00,2,33.74953842163086,23.016435623168945,2.8375911712646484,3.0,97.5,30.069077,100.0,EXTREME DANGER
26.40_46.40,4,33.63970184326172,23.092641830444336,2.800182580947876,3.0,97.5,32.572792,100.0,EXTREME DANGER
26.40_46.80,2,38.82503890991211,23.262914657592773,3.1979928016662598,3.0,99.5,32.107067,100.0,EXTREME DANGER
26.40_47.20,5,44.88253402709961,23.394428253173828,3.5647809505462646,3.0,99.5,32.93354,100.0,EXTREME DANGER
26.40_47.60,2,41.35530090332031,23.685686111450195,3.3895986080169678,3.0,99.5,32.167458,100.0,EXTREME DANGER
26.40_48.00,5,44.776817321777344,23.746870040893555,3.555656909942627,3.0,99.5,32.975056,100.0,EXTREME DANGER
26.40_48.40,5,59.12984085083008,23.965438842773438,3.86952543258667,3.0,99.5,33.62294,100.0,EXTREME DANGER
26.40_48.80,5,63.38780212402344,24.30943489074707,3.875,3.0,99.5,33.340393,100.0,EXTREME DANGER
26.40_49.20,5,52.570594787597656,24.51825523376465,3.5711679458618164,3.0,99.5,33.648884,100.0,EXTREME DANGER
26.40_49.60,2,50.697078704833984,24.519664764404297,3.333941698074341,3.0,99.5,31.929241,100.0,EXTREME DANGER
26.40_50.00,2,48.66080093383789,24.683719635009766,3.021897792816162,3.0,97.5,31.077566,100.0,EXTREME DANGER
26.40_50.40,1,44.23119354248047,24.6817684173584,2.842153310775757,3.0,97.5,31.473015,100.0,EXTREME DANGER
26.40_50.80,1,37.22196960449219,24.99589729309082,2.585766315460205,3.0,97.5,28.432945,100.0,EXTREME DANGER
26.40_51.20,1,36.182125091552734,25.222030639648438,2.544708013534546,3.0,97.5,26.079363,100.0,EXTREME DANGER
26.40_51.60,1,37.49072265625,25.480642318725586,2.616788387298584,3.0,97.5,23.022825,100.0,EXTREME DANGER
26.40_52.00,1,38.053199768066406,25.682600021362305,2.6295621395111084,3.0,97.5,23.48715,100.0,EXTREME DANGER
26.40_52.40,1,36.37795639038086,25.907411575317383,2.558394193649292,3.0,97.5,20.302612,100.0,EXTREME DANGER
26.40_52.80,1,34.0315055847168,26.031877517700195,2.4297444820404053,3.0,97.5,17.768642,100.0,EXTREME DANGER
26.40_53.20,1,33.620792388916016,26.142663955688477,2.4133212566375732,3.0,97.5,17.339653,100.0,EXTREME DANGER
26.40_53.60,1,31.32357406616211,26.1602783203125,2.3202555179595947,3.0,80.0,3.9577932,83.95779323577881,EXTREME DANGER
26.40_54.00,1,30.938575744628906,26.11030387878418,2.305656909942627,3.0,80.0,0.63691354,80.63691353797913,EXTREME DANGER
26.40_54.40,1,28.72014808654785,26.026134490966797,2.2153284549713135,3.0,58.0,-7.1599917,50.84000825881958,MODERATE RISK
26.40_54.80,1,28.34947395324707,25.87259864807129,2.197080373764038,3.0,58.0,-5.999299,52.00070095062256,MODERATE RISK
26.40_55.20,1,27.552501678466797,25.816333770751953,2.1742701530456543,3.0,58.0,-5.754478,52.245522022247314,MODERATE RISK
26.40_55.60,1,27.23546028137207,25.851016998291016,2.157846689224243,3.0,58.0,-4.8733907,53.126609325408936,MODERATE RISK
26.40_56.00,1,26.344406127929688,26.159563064575195,2.1122262477874756,3.0,58.0,-4.583187,53.416812896728516,MODERATE RISK
26.40_56.40,1,31.87640953063965,26.148731231689453,2.239051103591919,3.0,97.5,22.809286,100.0,EXTREME DANGER
26.40_56.80,1,32.4796257019043,25.84880256652832,2.2208030223846436,3.0,97.5,23.354218,100.0,EXTREME DANGER
26.40_57.20,1,23.317241668701172,25.31880760192871,2.0,3.0,58.0,-4.8762517,53.12374830245972,MODERATE RISK
26.40_57.60,4,18.554311752319336,23.990795135498047,1.7846715450286865,3.0,58.0,-25.747105,32.25289535522461,LOW RISK
26.40_58.00,4,16.300317764282227,22.969932556152344,1.6952555179595947,3.0,38.0,-32.454964,5.545036315917969,SAFE
26.40_58.40,4,15.8679838180542,23.3438720703125,1.6961678266525269,3.0,58.0,-28.029469,29.970531463623047,LOW RISK
26.40_58.80,4,16.028549194335938,23.742969512939453,1.7007299661636353,3.0,58.0,-26.283165,31.716835021972656,LOW RISK
26.40_59.20,4,15.941068649291992,24.05208969116211,1.7043795585632324,3.0,58.0,-27.442787,30.557212829589844,LOW RISK
26.40_59.60,4,15.659208297729492,23.92605972290039,1.6861313581466675,3.0,58.0,-23.846582,34.15341758728027,LOW RISK
26.40_60.00,4,15.450167655944824,23.11566162109375,1.6852189302444458,3.0,58.0,-22.054123,35.94587707519531,LOW RISK
26.40_60.40,4,15.322721481323242,22.355932235717773,1.6487226486206055,3.0,80.0,0.06173432,80.06173431873322,EXTREME DANGER
26.40_60.80,4,15.903590202331543,22.45843505859375,1.6797444820404053,3.0,97.5,19.149132,100.0,EXTREME DANGER
26.40_61.20,4,20.085697174072266,22.590883255004883,1.9397810697555542,3.0,97.5,35.442623,100.0,EXTREME DANGER
26.40_61.60,4,24.13964080810547,22.77828025817871,2.2354013919830322,3.0,97.5,36.79948,100.0,EXTREME DANGER
26.40_62.00,4,26.13822364807129,23.1538143157959,2.3321168422698975,3.0,97.5,37.250927,100.0,EXTREME DANGER
26.40_62.40,4,26.04132652282715,23.172300338745117,2.3102190494537354,3.0,97.5,37.525776,100.0,EXTREME DANGER
26.40_62.80,4,24.587642669677734,22.74018096923828,2.1989049911499023,3.0,97.5,38.875164,100.0,EXTREME DANGER
26.40_63.20,4,29.330678939819336,22.79786491394043,2.5985400676727295,3.0,97.5,36.845478,100.0,EXTREME DANGER
26.40_63.60,5,42.983299255371094,22.463571548461914,3.227189779281616,3.0,99.5,34.33586,100.0,EXTREME DANGER
26.40_64.00,5,34.39356994628906,22.292591094970703,2.897810220718384,3.0,97.5,34.90621,100.0,EXTREME DANGER
26.80_44.00,4,31.259357452392578,23.00457191467285,2.58850359916687,3.0,97.5,31.574121,100.0,EXTREME DANGER
26.80_44.40,2,31.48171043395996,22.817367553710938,2.657846689224243,3.0,97.5,30.596558,100.0,EXTREME DANGER
26.80_44.80,2,33.85588073730469,22.811412811279297,2.875,3.0,97.5,31.072357,100.0,EXTREME DANGER
26.80_45.20,2,34.232784271240234,22.810636520385742,2.8822991847991943,3.0,97.5,29.37092,100.0,EXTREME DANGER
26.80_45.60,2,33.558170318603516,22.892940521240234,2.835766315460205,3.0,97.5,29.226189,100.0,EXTREME DANGER
26.80_46.00,2,33.18547439575195,23.074087142944336,2.791970729827881,3.0,97.5,29.724255,100.0,EXTREME DANGER
26.80_46.40,2,34.84162139892578,23.259971618652344,2.9215328693389893,3.0,97.5,34.238293,100.0,EXTREME DANGER
26.80_46.80,2,37.64345169067383,23.40424346923828,3.1286497116088867,3.0,99.5,31.8731,100.0,EXTREME DANGER
26.80_47.20,2,39.57368087768555,23.484844207763672,3.2618613243103027,3.0,99.5,31.550766,100.0,EXTREME DANGER
26.80_47.60,2,41.53729248046875,23.69120979309082,3.394160509109497,3.0,99.5,32.368748,100.0,EXTREME DANGER
26.80_48.00,5,48.15546798706055,23.945762634277344,3.657846689224243,3.0,99.5,33.417572,100.0,EXTREME DANGER
26.80_48.40,5,60.961578369140625,24.4473876953125,3.875,3.0,99.5,33.523758,100.0,EXTREME DANGER
26.80_48.80,5,61.599266052246094,24.570039749145508,3.824817419052124,3.0,99.5,33.422134,100.0,EXTREME DANGER
26.80_49.20,2,52.9625244140625,24.466541290283203,3.566605806350708,3.0,99.5,33.04679,100.0,EXTREME DANGER
26.80_49.60,2,54.1007194519043,24.369482040405273,3.2427008152008057,3.0,99.5,32.612366,100.0,EXTREME DANGER
26.80_50.00,1,47.870933532714844,24.57849884033203,2.99452543258667,3.0,97.5,30.972116,100.0,EXTREME DANGER
26.80_50.40,1,38.301658630371094,24.88277244567871,2.6341240406036377,3.0,97.5,29.599207,100.0,EXTREME DANGER
